ID,COUNTY,countyname,state,population,counts.sum,region,region2,indices.avg,counts.sum,voc.indices.avg,soc.indices.avg,metal.indices.avg,dbp.indices.avg,pfas.indices.avg,horm.indices.avg,indices.sum,countynamenospace
480,17197,WILL,IL,682829,11619,East North Central,Mid-West,0.375266832,11619,0.017848391,1.319254816,1.351836247,1.607455023,0,0.038723825,12.38380546,WILL
481,17199,WILLIAMSON,IL,66924,1014,East North Central,Mid-West,0.244511108,1014,0,0,0.965950257,1.607302725,0,0,8.068866569,WILLIAMSON
482,17201,WINNEBAGO,IL,290666,2142,East North Central,Mid-West,0.557741485,2142,0.436379562,2.515309424,1.423648009,1.367436994,0.003921135,0.016277622,15.61676157,WINNEBAGO
483,17203,WOODFORD,IL,39273,536,East North Central,Mid-West,0.320181726,536,0.043004285,0.089147841,1.38756354,0.629180158,0,0,10.56599694,WOODFORD
484,18003,ALLEN,IN,363014,3052,East North Central,Mid-West,0.38257715,3052,0,0,1.609633758,0.929418926,0,0.017848391,10.71216021,ALLEN
485,18005,BARTHOLOMEW,IN,79587,504,East North Central,Mid-West,0.229446661,504,0.052568112,1.146128036,0.550712509,0,0,0,4.818379872,BARTHOLOMEW
486,18009,BLACKFORD,IN,12481,182,East North Central,Mid-West,0.346166811,182,0,0,1.615445117,0,0,0,9.692670699,BLACKFORD
487,18011,BOONE,IN,60477,1206,East North Central,Mid-West,0.353925543,1206,0.007307503,0.617299958,1.311737548,1.596597096,0,0,11.67954291,BOONE
488,18013,BROWN,IN,15023,367,East North Central,Mid-West,0.345117267,367,0.052568112,1.146128036,0.736933988,1.311753861,0,0,7.247462609,BROWN
489,18015,CARROLL,IN,20086,98,East North Central,Mid-West,0.224743213,98,0,0,0.786601245,0,0,0,4.719607468,CARROLL
490,18017,CASS,IN,38463,56,East North Central,Mid-West,0.213958696,56,0.095572397,0,0.637354306,0,0,0,4.493132615,CASS
491,18019,CLARK,IN,112938,1112,East North Central,Mid-West,0.271691296,1112,0,0.602059991,0.956272974,0,0,0,7.063973706,CLARK
492,18021,CLAY,IN,26803,112,East North Central,Mid-West,0.178431732,112,0,0,0.624511063,0,0,0,3.747066376,CLAY
493,18023,CLINTON,IN,32916,242,East North Central,Mid-West,0.275890528,242,0,0,0.938180949,0,0,0,7.173153738,CLINTON
494,18025,CRAWFORD,IN,10621,144,East North Central,Mid-West,0.26935311,144,0,0.591064607,0.947973396,0,0,0,7.003180854,CRAWFORD
495,18027,DAVIESS,IN,32407,28,East North Central,Mid-West,0.147985448,28,0,0.046996563,0.510116307,0,0,0,3.107694404,DAVIESS
496,18031,DECATUR,IN,26277,91,East North Central,Mid-West,0.202319413,91,0,0,0.944157262,0,0,0,5.664943574,DECATUR
497,18033,DE KALB,IN,42307,252,East North Central,Mid-West,0.327627582,252,0,0,1.353202439,0.929418926,0,0.017848391,9.173572299,DE-KALB
498,18035,DELAWARE,IN,117484,672,East North Central,Mid-West,0.26842358,672,0,0,0.939482528,0,0,0,5.63689517,DELAWARE
499,18037,DUBOIS,IN,42361,928,East North Central,Mid-West,0.233717967,928,0,0,0.583433725,1.301029996,0,0,6.07666714,DUBOIS
500,18039,ELKHART,IN,200563,324,East North Central,Mid-West,0.219824854,324,0,0.15490196,0.657960064,0,0,0,5.715446199,ELKHART
501,18041,FAYETTE,IN,23861,184,East North Central,Mid-West,0.173256768,184,0,0,0.750779329,0,0,0,4.504675977,FAYETTE
502,18043,FLOYD,IN,76244,424,East North Central,Mid-West,0.247383458,424,0,0.602059991,0.789674346,1.09186384,0,0,6.431969906,FLOYD
503,18045,FOUNTAIN,IN,16880,128,East North Central,Mid-West,0.244508421,128,0,0,0.668804447,0.230448921,0,0,6.357218957,FOUNTAIN
504,18047,FRANKLIN,IN,22951,203,East North Central,Mid-West,0.202319413,203,0,0,0.944157262,0,0,0,5.664943574,FRANKLIN
505,18049,FULTON,IN,20449,28,East North Central,Mid-West,0,28,0,0,0,0,0,0,0,FULTON
506,18051,GIBSON,IN,33612,376,East North Central,Mid-West,0.203371704,376,0,0,0.535474645,0.130333768,0,0,5.28766431,GIBSON
507,18053,GRANT,IN,69126,70,East North Central,Mid-West,0.346166811,70,0,0,1.615445117,0,0,0,9.692670699,GRANT
508,18055,GREENE,IN,32781,168,East North Central,Mid-West,0.15924754,168,0,0,0.55736639,0,0,0,3.344198338,GREENE
509,18057,HAMILTON,IN,296693,2396,East North Central,Mid-West,0.347419864,2396,0.032463397,0.617299958,1.271514283,1.447158031,0,0,11.46485551,HAMILTON
510,18059,HANCOCK,IN,71575,112,East North Central,Mid-West,0.281191642,112,0,0.808114474,0.849485002,0,0,0,5.905024487,HANCOCK
511,18061,HARRISON,IN,39163,704,East North Central,Mid-West,0.345964609,704,0,0.591064607,1.097979254,1.09186384,0,0,8.995079842,HARRISON
512,18063,HENDRICKS,IN,153879,694,East North Central,Mid-West,0.274118991,694,0,0.433655561,1.156082133,1.596597096,0,0,9.045926701,HENDRICKS
513,18065,HENRY,IN,49044,233,East North Central,Mid-West,0.222929256,233,0,0,0.966026776,0,0,0,5.796160655,HENRY
514,18067,HOWARD,IN,82760,826,East North Central,Mid-West,0.427686054,826,0.017848391,0.734685557,1.11920711,1.40654018,0,0,8.981407136,HOWARD
515,18069,HUNTINGTON,IN,36791,266,East North Central,Mid-West,0.407873009,266,0,0,1.7276811,0.929418926,0,0.017848391,11.42044426,HUNTINGTON
516,18071,JACKSON,IN,43466,224,East North Central,Mid-West,0.249224395,224,0.052568112,1.146128036,0.619934578,0,0,0,5.233712289,JACKSON
517,18073,JASPER,IN,33389,216,East North Central,Mid-West,0.280386031,216,0,0.15490196,0.809396876,0,0,0,7.290036817,JASPER
518,18077,JEFFERSON,IN,32458,438,East North Central,Mid-West,0.321465028,438,0.169376654,0.591064607,0.976185614,0,0,0,8.35809074,JEFFERSON
519,18079,JENNINGS,IN,28241,56,East North Central,Mid-West,0.137423719,56,0,0,0.480983017,0,0,0,2.885898101,JENNINGS
520,18081,JOHNSON,IN,145535,856,East North Central,Mid-West,0.403238941,856,0,0.410174465,0.999870262,1.643452676,0,0,10.48421247,JOHNSON
521,18083,KNOX,IN,37954,56,East North Central,Mid-West,0.190362133,56,0,0,0.666267465,0,0,0,3.997604788,KNOX
522,18085,KOSCIUSKO,IN,77963,240,East North Central,Mid-West,0.22170471,240,0,0,0.777325319,0.954242509,0,0,5.764322458,KOSCIUSKO
523,18089,LAKE,IN,491456,4985,East North Central,Mid-West,0.35466257,4985,0,0.639714107,1.170507764,1.452706992,0.105026377,0.060852676,11.70386483,LAKE
524,18091,LA PORTE,IN,111281,282,East North Central,Mid-West,0.34770127,282,0,1.196294645,0.75991794,1.243038049,0,0,9.040233019,LA-PORTE
525,18093,LAWRENCE,IN,45844,350,East North Central,Mid-West,0.216841197,350,0,0,0.961753918,0,0,0.043004285,6.071553504,LAWRENCE
526,18095,MADISON,IN,130482,294,East North Central,Mid-West,0.323209255,294,0,0,0.896809027,1.40654018,0,0,6.787394345,MADISON
527,18097,MARION,IN,928281,1540,East North Central,Mid-West,0.363679891,1540,0,0.602059991,1.271122407,1.954242509,0,0,10.18303694,MARION
528,18099,MARSHALL,IN,47109,100,East North Central,Mid-West,0.1404239,100,0,0,0.747976776,0,0,0,4.63398869,MARSHALL
529,18103,MIAMI,IN,36140,378,East North Central,Mid-West,0.323360224,378,0.095572397,0.734685557,1.040642293,1.40654018,0,0,9.054086273,MIAMI
530,18105,MONROE,IN,141888,646,East North Central,Mid-West,0.345300733,646,0,0.234083206,1.057966369,1.498310554,0,0,8.977819065,MONROE
531,18107,MONTGOMERY,IN,38177,128,East North Central,Mid-West,0.205248451,128,0,0,0.889409956,0,0,0,5.336459734,MONTGOMERY
532,18109,MORGAN,IN,69782,310,East North Central,Mid-West,0.20931425,310,0,0.234083206,0.816766449,0.875061263,0,0,6.907370252,MORGAN
533,18111,NEWTON,IN,14087,216,East North Central,Mid-West,0.280386031,216,0,0.15490196,0.809396876,0,0,0,7.290036817,NEWTON
534,18117,ORANGE,IN,19773,168,East North Central,Mid-West,0.113995912,168,0,0,0.481809255,0,0,0.043004285,3.191885526,ORANGE
535,18119,OWEN,IN,21201,72,East North Central,Mid-West,0.180946946,72,0,0.234083206,0.595485051,0,0,0,4.704620605,OWEN
536,18121,PARKE,IN,17202,184,East North Central,Mid-West,0.144117938,184,0,0,0.624511063,0,0,0,3.747066376,PARKE
537,18123,PERRY,IN,19558,496,East North Central,Mid-West,0.340575761,496,0,0.591064607,0.947973396,1.301029996,0,0,8.854969773,PERRY
538,18125,PIKE,IN,12683,600,East North Central,Mid-West,0.23155519,600,0,0,0.462487047,1.301029996,0,0,6.020434948,PIKE
539,18127,PORTER,IN,166557,2328,East North Central,Mid-West,0.302908479,2328,0,0.639714107,0.952672997,1.452706992,0,0.020875434,9.995979801,PORTER
540,18129,POSEY,IN,25486,112,East North Central,Mid-West,0.38129124,112,0.016277622,0.895264649,1.112614791,0.322219295,0,0,8.007116041,POSEY
541,18133,PUTNAM,IN,37505,72,East North Central,Mid-West,0.121857731,72,0,0,0.528050169,0,0,0,3.168301015,PUTNAM
542,18135,RANDOLPH,IN,25627,112,East North Central,Mid-West,0.26842358,112,0,0,0.939482528,0,0,0,5.63689517,RANDOLPH
543,18137,RIPLEY,IN,28419,189,East North Central,Mid-West,0.348938162,189,0.169376654,0.477121255,0.944157262,0,0,0,7.327701406,RIPLEY
544,18139,RUSH,IN,17004,203,East North Central,Mid-West,0.274058057,203,0,0.808114474,1.144251853,0,0,0,7.673625594,RUSH
545,18141,ST. JOSEPH,IN,266709,771,East North Central,Mid-West,0.327124499,771,0.266471632,0.88729572,1.122502545,1.161368002,0,0,10.79510845,ST.-JOSEPH
546,18143,SCOTT,IN,23972,470,East North Central,Mid-West,0.26935311,470,0,0.591064607,0.947973396,0,0,0,7.003180854,SCOTT
547,18145,SHELBY,IN,44729,350,East North Central,Mid-West,0.278444658,350,0,0.808114474,0.89081388,1.643452676,0,0,7.796450429,SHELBY
548,18147,SPENCER,IN,20944,408,East North Central,Mid-West,0.225360231,408,0,0,0.547216871,1.301029996,0,0,5.859366017,SPENCER
549,18155,SWITZERLAND,IN,10526,112,East North Central,Mid-West,0.278399621,112,0.169376654,0.477121255,0.697272369,0,0,0,5.846392045,SWITZERLAND
550,18157,TIPPECANOE,IN,180174,830,East North Central,Mid-West,0.412557727,830,0.15242097,0.788370416,0.927818109,1.190331698,0,0,10.72650091,TIPPECANOE
551,18159,TIPTON,IN,15650,254,East North Central,Mid-West,0.439150772,254,0.017848391,0.734685557,1.267947925,1.40654018,0,0,11.41792007,TIPTON
552,18161,UNION,IN,7277,112,East North Central,Mid-West,0.164708067,112,0,0,0.576478235,0,0,0,3.45886941,UNION
553,18163,VANDERBURGH,IN,181398,252,East North Central,Mid-West,0.305526636,252,0.016277622,0.895264649,1.15034752,0.643452676,0,0,8.554745799,VANDERBURGH
554,18165,VERMILLION,IN,15878,56,East North Central,Mid-West,0.178431732,56,0,0,0.624511063,0,0,0,3.747066376,VERMILLION
555,18167,VIGO,IN,108291,616,East North Central,Mid-West,0.178431732,616,0,0,0.624511063,0,0,0,3.747066376,VIGO
556,18169,WABASH,IN,32358,294,East North Central,Mid-West,0.377070433,294,0.095572397,0,1.648160891,0,0,0,10.55797213,WABASH
557,18171,WARREN,IN,8415,184,East North Central,Mid-West,0.28296996,184,0,0,0.675490651,1.190331698,0,0,7.357218957,WARREN
558,18173,WARRICK,IN,61049,444,East North Central,Mid-West,0.298150737,444,0,0.455931956,0.674898359,1.302114377,0,0,7.75191916,WARRICK
559,18175,WASHINGTON,IN,27780,382,East North Central,Mid-West,0.142011542,382,0,0.552841969,0.638751486,0,0,0.043004285,4.686380878,WASHINGTON
560,18177,WAYNE,IN,67893,772,East North Central,Mid-West,0.220961851,772,0,0,0.957501356,0,0,0,5.745008133,WAYNE
561,18179,WELLS,IN,27814,490,East North Central,Mid-West,0.400862486,490,0,0,1.694965326,0.929418926,0,0.017848391,11.22414962,WELLS
562,18181,WHITE,IN,24466,184,East North Central,Mid-West,0.280860348,184,0,0.15490196,0.613063631,1.190331698,0,0,7.302369046,WHITE
563,18183,WHITLEY,IN,33294,448,East North Central,Mid-West,0.333759087,448,0,0,1.381816129,0.929418926,0,0.017848391,9.345254439,WHITLEY
564,19001,ADAIR,IA,7472,112,West North Central,Mid-West,0.290903659,112,0,0,0.805803166,1.274157849,0,0,6.108976844,ADAIR
565,19003,ADAMS,IA,3894,256,West North Central,Mid-West,0.259213488,256,0,0,0.895328524,1.274157849,0,0,6.739550676,ADAMS
566,19007,APPANOOSE,IA,12692,140,West North Central,Mid-West,0.165050122,140,0,0,0.615757784,0.926856709,0,0,4.621403414,APPANOOSE
567,19009,AUDUBON,IA,5873,72,West North Central,Mid-West,0.157076159,72,0,0,0.489642016,1.146128036,0,0,4.083980129,AUDUBON
568,19011,BENTON,IA,25699,280,West North Central,Mid-West,0.238555052,280,0.013844288,0.234083206,1.058091372,0,0,0,6.679541452,BENTON
569,19013,BLACK HAWK,IA,132546,854,West North Central,Mid-West,0.347937007,854,0.064613953,0.305873192,1.219279905,1.668385917,0,0,9.742236209,BLACK-HAWK
570,19015,BOONE,IA,26364,472,West North Central,Mid-West,0.250270696,472,0,0,1.084506348,0,0,0,6.50703809,BOONE
571,19017,BREMER,IA,24624,448,West North Central,Mid-West,0.359290373,448,0,0,0.979451986,1.668385917,0,0,7.545097834,BREMER
572,19019,BUCHANAN,IA,20976,28,West North Central,Mid-West,0,28,0,0,0,0,0,0,0,BUCHANAN
573,19021,BUENA VISTA,IA,20567,55,West North Central,Mid-West,0.358456484,55,0,0,1.063318308,1.147676324,0,0,7.527586169,BUENA-VISTA
574,19023,BUTLER,IA,15021,448,West North Central,Mid-West,0.359290373,448,0,0,0.979451986,1.668385917,0,0,7.545097834,BUTLER
575,19027,CARROLL,IA,20598,128,West North Central,Mid-West,0.360734246,128,0,0,0.871899772,2.161368002,0,0,9.379090409,CARROLL
576,19031,CEDAR,IA,18393,72,West North Central,Mid-West,0.126962692,72,0,0,0.433676665,0.698970004,0,0,3.301029995,CEDAR
577,19033,CERRO GORDO,IA,43575,56,West North Central,Mid-West,0.19649688,56,0,0,0.506679107,1.086359831,0,0,4.126434474,CERRO-GORDO
578,19035,CHEROKEE,IA,11945,86,West North Central,Mid-West,0.202829123,86,0,0,0.6623162,1.017033339,0,0,6.693361072,CHEROKEE
579,19039,CLARKE,IA,9325,100,West North Central,Mid-West,0.167669542,100,0,0,0.845952949,0,0,0.0653396,5.533094891,CLARKE
580,19041,CLAY,IA,16491,200,West North Central,Mid-West,0.265326979,200,0,0,1.08883558,0,0,0,6.898501463,CLAY
581,19045,CLINTON,IA,48420,224,West North Central,Mid-West,0.287911277,224,0,0,0.667787115,2.039414119,0,0,6.046136811,CLINTON
582,19047,CRAWFORD,IA,17434,72,West North Central,Mid-West,0.301110356,72,0,0,1.180762713,0.744292983,0,0,7.82886926,CRAWFORD
583,19049,DALLAS,IA,74641,688,West North Central,Mid-West,0.359054324,688,0,0,1.352988078,1.217483944,0,0,9.335412412,DALLAS
584,19055,DELAWARE,IA,17534,28,West North Central,Mid-West,0,28,0,0,0,0,0,0,0,DELAWARE
585,19057,DES MOINES,IA,40480,1696,West North Central,Mid-West,0.363162183,1696,0.158815782,0.952861604,1.195587452,0,0,0,9.442216769,DES-MOINES
586,19059,DICKINSON,IA,16955,360,West North Central,Mid-West,0.160121711,360,0,0,0.632946083,0,0,0,4.163164485,DICKINSON
587,19061,DUBUQUE,IA,95697,70,West North Central,Mid-West,0.19717607,70,0,0.472965295,0.633618723,1.010723865,0,0.033646921,5.520929947,DUBUQUE
588,19073,GREENE,IA,9139,144,West North Central,Mid-West,0.378579025,144,0,0,0.949227143,2.161368002,0,0,9.843054639,GREENE
589,19075,GRUNDY,IA,12314,448,West North Central,Mid-West,0.359290373,448,0,0,0.979451986,1.668385917,0,0,7.545097834,GRUNDY
590,19079,HAMILTON,IA,15312,184,West North Central,Mid-West,0.250270696,184,0,0,1.084506348,0,0,0,6.50703809,HAMILTON
591,19087,HENRY,IA,20222,1152,West North Central,Mid-West,0.336256496,1152,0.158815782,0.878357632,1.091413469,0,0,0,8.742668898,HENRY
592,19091,HUMBOLDT,IA,9688,196,West North Central,Mid-West,0.232026628,196,0,0,0.62863028,0.899182814,0,0,6.032692332,HUMBOLDT
593,19093,IDA,IA,7141,72,West North Central,Mid-West,0.257436964,72,0,0,0.6623162,1.017033339,0,0,6.693361072,IDA
594,19099,JASPER,IA,36641,322,West North Central,Mid-West,0.28579013,322,0,0.219359949,1.084711258,1.274496144,0,0,8.002123642,JASPER
595,19101,JEFFERSON,IA,16810,288,West North Central,Mid-West,0.336256496,288,0.158815782,0.878357632,1.091413469,0,0,0,8.742668898,JEFFERSON
596,19103,JOHNSON,IA,139155,1426,West North Central,Mid-West,0.328447368,1426,0.013844288,0.234083206,1.471314662,0.638489257,0,0,10.83876313,JOHNSON
597,19109,KOSSUTH,IA,15321,72,West North Central,Mid-West,0.180012081,72,0,0,0.60781506,0,0,0,4.680314115,KOSSUTH
598,19111,LEE,IA,35682,456,West North Central,Mid-West,0.400283709,456,0.158815782,0.878357632,1.128975942,1.439332694,0,0,10.40737643,LEE
599,19113,LINN,IA,216111,2588,West North Central,Mid-West,0.273940191,2588,0.013844288,0.234083206,1.277940068,0,0,0,9.040026309,LINN
600,19115,LOUISA,IA,11282,1046,West North Central,Mid-West,0.282859143,1046,0.158815782,0.878357632,1.190027272,0,0,0,9.334351718,LOUISA
601,19119,LYON,IA,11712,432,West North Central,Mid-West,0.160121711,432,0,0,0.632946083,0,0,0,4.163164485,LYON
602,19121,MADISON,IA,15448,112,West North Central,Mid-West,0.290903659,112,0,0,0.805803166,1.274157849,0,0,6.108976844,MADISON
603,19123,MAHASKA,IA,22417,592,West North Central,Mid-West,0.382770355,592,0,0,1.407926394,1.504470862,0,0,9.952029225,MAHASKA
604,19125,MARION,IA,33252,144,West North Central,Mid-West,0.238172562,144,0,0,1.032081101,0,0,0,6.192486608,MARION
605,19127,MARSHALL,IA,40994,56,West North Central,Mid-West,0.259815347,56,0,0.180207825,0.717517143,0.970811611,0,0,5.456122294,MARSHALL
606,19135,MONROE,IA,8012,28,West North Central,Mid-West,0,28,0,0,0,0,0,0,0,MONROE
607,19139,MUSCATINE,IA,42836,312,West North Central,Mid-West,0.323945004,312,0,0.375010048,1.162901887,0.86332286,0,0,8.422570106,MUSCATINE
608,19141,OBRIEN,IA,14044,432,West North Central,Mid-West,0.160121711,432,0,0,0.632946083,0,0,0,4.163164485,OBRIEN
609,19143,OSCEOLA,IA,6211,648,West North Central,Mid-West,0.160121711,648,0,0,0.632946083,0,0,0,4.163164485,OSCEOLA
610,19147,PALO ALTO,IA,9185,144,West North Central,Mid-West,0.267355979,144,0,0,0.699632495,0.282168778,0,0,6.951255461,PALO-ALTO
611,19151,POCAHONTAS,IA,7154,72,West North Central,Mid-West,0.180012081,72,0,0,0.60781506,0,0,0,4.680314115,POCAHONTAS
612,19153,POLK,IA,451677,1448,West North Central,Mid-West,0.379214951,1448,0.11613048,0,1.622179509,1.657055853,0,0.044435302,12.51409338,POLK
613,19155,POTTAWATTAMIE,IA,92728,111,West North Central,Mid-West,0.368221308,111,0,0,1.150557284,0.829303773,0,0,7.732647476,POTTAWATTAMIE
614,19157,POWESHIEK,IA,18601,84,West North Central,Mid-West,0.218902291,84,0,0,1.021544025,0,0,0,6.129264149,POWESHIEK
615,19161,SAC,IA,10071,55,West North Central,Mid-West,0.358456484,55,0,0,1.063318308,1.147676324,0,0,7.527586169,SAC
616,19163,SCOTT,IA,170385,1824,West North Central,Mid-West,0.254493096,1824,0,0.88729572,1.073471286,0.86332286,0,0,8.398272174,SCOTT
617,19165,SHELBY,IA,11961,72,West North Central,Mid-West,0.157076159,72,0,0,0.489642016,1.146128036,0,0,4.083980129,SHELBY
618,19167,SIOUX,IA,34547,144,West North Central,Mid-West,0.160121711,144,0,0,0.632946083,0,0,0,4.163164485,SIOUX
619,19169,STORY,IA,92406,352,West North Central,Mid-West,0.377141902,352,0,0.098890835,1.061174193,1.357934847,0,0,9.805689445,STORY
620,19171,TAMA,IA,17576,126,West North Central,Mid-West,0.279832328,126,0,0.180207825,1.114047624,0.970811611,0,0,7.835305179,TAMA
621,19173,TAYLOR,IA,6161,144,West North Central,Mid-West,0.182737802,144,0,0,0.635443855,0.84509804,0,0,4.751182857,TAYLOR
622,19175,UNION,IA,12583,256,West North Central,Mid-West,0.259213488,256,0,0,0.895328524,1.274157849,0,0,6.739550676,UNION
623,19177,VAN BUREN,IA,7436,288,West North Central,Mid-West,0.336256496,288,0.158815782,0.878357632,1.091413469,0,0,0,8.742668898,VAN-BUREN
624,19179,WAPELLO,IA,35391,336,West North Central,Mid-West,0.455297309,336,0,0,1.342795439,1.504470862,0,0,9.561243495,WAPELLO
625,19181,WARREN,IA,47336,168,West North Central,Mid-West,0.396344512,168,0,0,1.141139655,1.476396827,0,0,8.323234759,WARREN
626,19183,WASHINGTON,IA,22015,144,West North Central,Mid-West,0.336256496,144,0.158815782,0.878357632,1.091413469,0,0,0,8.742668898,WASHINGTON
627,19187,WEBSTER,IA,37044,180,West North Central,Mid-West,0.27110344,180,0,0,0.797963132,0.899182814,0,0,7.048689443,WEBSTER
628,19193,WOODBURY,IA,102130,286,West North Central,Mid-West,0.451988286,286,0.189671346,1.017033339,0.992080613,1.752048448,0,0,11.75169543,WOODBURY
629,19195,WORTH,IA,7541,56,West North Central,Mid-West,0.19649688,56,0,0,0.506679107,1.086359831,0,0,4.126434474,WORTH
630,20005,ATCHISON,KS,16749,112,West North Central,Mid-West,0.336090925,112,0,0,0.920015055,1.537819095,0,0,7.057909424,ATCHISON
631,20009,BARTON,KS,27509,664,West North Central,Mid-West,0.423503642,664,0.08600857,0.410174465,1.735939274,1.477121255,0.015180078,0,13.9756202,BARTON
632,20015,BUTLER,KS,65803,168,West North Central,Mid-West,0.365595814,168,0,0,1.204269707,0.451893845,0,0,7.677512084,BUTLER
633,20017,CHASE,KS,2700,256,West North Central,Mid-West,0.223483039,256,0,0,0.889875439,0,0,0,5.810559018,CHASE
634,20021,CHEROKEE,KS,20978,420,West North Central,Mid-West,0.31619399,420,0,0,0.947638546,0.954242509,0,0,6.640073783,CHEROKEE
635,20029,CLOUD,KS,9292,100,West North Central,Mid-West,0.234041623,100,0,0,1.287228928,0,0,0,7.723373567,CLOUD
636,20035,COWLEY,KS,36204,512,West North Central,Mid-West,0.332039322,512,0,0.301029996,0.985344941,1.431363764,0,0,8.633022363,COWLEY
637,20037,CRAWFORD,KS,39278,56,West North Central,Mid-West,0.196199733,56,0,0,0.686699067,0,0,0,4.120194401,CRAWFORD
638,20041,DICKINSON,KS,19609,56,West North Central,Mid-West,0.379326104,56,0.013844288,0,1.311489696,0,0,0,7.965848191,DICKINSON
639,20043,DONIPHAN,KS,7851,252,West North Central,Mid-West,0.324648526,252,0,0,1.258723272,1.537819095,0,0,9.090158729,DONIPHAN
640,20045,DOUGLAS,KS,114322,820,West North Central,Mid-West,0.367392655,820,0.000770719,0,1.389683542,1.812913357,0,0.060852676,12.12395762,DOUGLAS
641,20051,ELLIS,KS,29061,56,West North Central,Mid-West,0.35096515,56,0,0,1.130801236,0.58546073,0,0,7.370268148,ELLIS
642,20055,FINNEY,KS,37098,168,West North Central,Mid-West,0.47570906,168,0.034274973,0,1.455837516,1.01494035,0,0,9.98989026,FINNEY
643,20057,FORD,KS,34819,224,West North Central,Mid-West,0.414348724,224,0,0,1.450220535,0,0,0,8.701323211,FORD
644,20059,FRANKLIN,KS,25740,544,West North Central,Mid-West,0.231284946,544,0,0,0.706896739,0.230448921,0,0,6.013408599,FRANKLIN
645,20061,GEARY,KS,37384,172,West North Central,Mid-West,0.344733161,172,0.013844288,0,1.386262065,1.238046103,0,0,9.652528504,GEARY
646,20069,GRAY,KS,6009,168,West North Central,Mid-West,0.47570906,168,0.034274973,0,1.455837516,1.01494035,0,0,9.98989026,GRAY
647,20079,HARVEY,KS,34741,56,West North Central,Mid-West,0.365595814,56,0,0,1.204269707,0.451893845,0,0,7.677512084,HARVEY
648,20083,HODGEMAN,KS,1950,224,West North Central,Mid-West,0.414348724,224,0,0,1.450220535,0,0,0,8.701323211,HODGEMAN
649,20085,JACKSON,KS,13366,280,West North Central,Mid-West,0.221966128,280,0.000770719,0,1.010588084,0.146128036,0,0,6.215051571,JACKSON
650,20087,JEFFERSON,KS,18813,476,West North Central,Mid-West,0.364288066,476,0.000770719,0,1.396959578,1.812913357,0,0,10.20006586,JEFFERSON
651,20091,JOHNSON,KS,566933,11324,West North Central,Mid-West,0.350059511,11324,0.044536266,0,1.378777007,1,0,0.060852676,11.55196388,JOHNSON
652,20099,LABETTE,KS,20916,359,West North Central,Mid-West,0.305427069,359,0.15242097,0,0.75938375,1.322219295,0,0,7.941103781,LABETTE
653,20101,LANE,KS,1720,168,West North Central,Mid-West,0.47570906,168,0.034274973,0,1.455837516,1.01494035,0,0,9.98989026,LANE
654,20103,LEAVENWORTH,KS,78185,972,West North Central,Mid-West,0.480185805,972,0.118815692,0,1.449532153,1.812913357,0,0,12.48483092,LEAVENWORTH
655,20107,LINN,KS,9516,288,West North Central,Mid-West,0.201773301,288,0,0,0.617421095,0,0,0,5.246105815,LINN
656,20111,LYON,KS,33510,256,West North Central,Mid-West,0.223483039,256,0,0,0.889875439,0,0,0,5.810559018,LYON
657,20113,MCPHERSON,KS,29569,56,West North Central,Mid-West,0.421185484,56,0,0,1.430605383,0.261262869,0,0,8.844895164,MCPHERSON
658,20115,MARION,KS,12219,56,West North Central,Mid-West,0.365595814,56,0,0,1.204269707,0.451893845,0,0,7.677512084,MARION
659,20117,MARSHALL,KS,10002,176,West North Central,Mid-West,0.339669607,176,0,0,0.996810874,1.373423286,0,0,8.831409782,MARSHALL
660,20121,MIAMI,KS,32835,2812,West North Central,Mid-West,0.356298355,2812,0.019380372,0,1.373276964,1,0,0.120134583,11.75784571,MIAMI
661,20123,MITCHELL,KS,6378,28,West North Central,Mid-West,0,28,0,0,0,0,0,0,0,MITCHELL
662,20125,MONTGOMERY,KS,34292,275,West North Central,Mid-West,0.235321675,275,0.15242097,0,0.730135668,1.322219295,0,0,7.76561529,MONTGOMERY
663,20133,NEOSHO,KS,16430,112,West North Central,Mid-West,0.179239362,112,0,0,0.620438987,0.041392685,0,0,3.764026608,NEOSHO
664,20139,OSAGE,KS,16142,280,West North Central,Mid-West,0.221966128,280,0.000770719,0,1.010588084,0.146128036,0,0,6.215051571,OSAGE
665,20143,OTTAWA,KS,6042,112,West North Central,Mid-West,0.434278121,112,0,0,1.408731264,0.667452953,0,0,9.119840539,OTTAWA
666,20145,PAWNEE,KS,6971,280,West North Central,Mid-West,0.235769063,280,0,0,0.987645942,0,0,0,6.129995638,PAWNEE
667,20149,POTTAWATOMIE,KS,22691,302,West North Central,Mid-West,0.331178328,302,0,0,1.34639005,1.373423286,0,0,10.92888484,POTTAWATOMIE
668,20155,RENO,KS,64190,28,West North Central,Mid-West,0,28,0,0,0,0,0,0,0,RENO
669,20157,REPUBLIC,KS,4820,72,West North Central,Mid-West,0.29705283,72,0,0,1.287228928,0,0,0,7.723373567,REPUBLIC
670,20161,RILEY,KS,75394,116,West North Central,Mid-West,0.326384831,116,0,0,1.316788194,1.238046103,0,0,9.138775266,RILEY
671,20167,RUSSELL,KS,6933,216,West North Central,Mid-West,0.492825761,216,0.08600857,0.410174465,1.557427616,1.477121255,0,0,12.81346978,RUSSELL
672,20169,SALINE,KS,55740,112,West North Central,Mid-West,0.434278121,112,0,0,1.408731264,0.667452953,0,0,9.119840539,SALINE
